FROM,TO,TEXT,START_TIME,END_TIME,NUM,COMMENT,cleaned_text,normalized_text
NWA46,F1-2,DOWN TO FOUR THOUSAND SLOW TO ONE SEVENTY NORTHWEST FORTY SIX HEAVY WE     (QUOTE RE,6126.05,6129.84,L02F1-0914,,down to four thousand slow to one seventy northwest forty six heavy we quote re,down to xxxx xxxx slow to xxx xxxx northwest xxxx xxx heavy we quote re
F1-2,N308EL,GULFSTREAM EIGHT ECHO LIMA REDUCE SPEED TO ONE SEVEN ZERO TURN RIGHT     HEADING ONE NINER ZERO,6139.05,6142.55,L02F1-0915,,gulfstream eight echo lima reduce speed to one seven zero turn right heading one niner zero,gulfstream xxxx echo lima reduce speed to xxx xxxx xxxx turn right heading xxx niner xxxx
N308EL,F1-2,ONE NINETY HEADING ONE SEVENTY SPEED EIGHT ECHO LIMA,6142.99,6145.66,L02F1-0916,,one ninety heading one seventy speed eight echo lima,xxx xxxx heading xxx xxxx speed xxxx echo lima
F1-2,VIR011,VIRGIN ONE ONE HEAVY CONTACT THE TOWER NOW ONE ONE NINER POINT ONE GOOD     DAY,6164.6,6167.75,L02F1-0917,,virgin one one heavy contact the tower now one one niner point one good day,virgin xxx xxx heavy contact the tower now xxx xxx niner point xxx good day
VIR011,F1-2,TOWER ONE ONE NINE POINT ONE VIRGIN ZERO ONE ONE HEAVY GOOD NIGHT SIR,6167.74,6170.41,L02F1-0918,,tower one one nine point one virgin zero one one heavy good night sir,tower xxx xxx xxxx point xxx virgin xxxx xxx xxx heavy good night sir
F1-2,USA1910,U S AIR NINETEEN TEN REDUCE SPEED TO TWO ONE ZERO,6171.44,6173.52,L02F1-0919,,u s air nineteen ten reduce speed to two one zero,u s air xxxx xxx reduce speed to xxx xxx xxxx
USA1910,F1-2,TWO TEN U S NINETEEN TEN,6173.98,6175.57,L02F1-0920,,two ten u s nineteen ten,xxx xxx u s xxxx xxx
F1-2,NWA46,NORTHWEST FORTY SIX HEAVY FLY HEADING ZERO NINER ZERO,6176.74,6178.93,L02F1-0921,,northwest forty six heavy fly heading zero niner zero,northwest xxxx xxx heavy fly heading xxxx niner xxxx
NWA46,F1-2,ZERO NINE ZERO NORTHWEST FORTY SIX,6179.44,6181.08,L02F1-0922,,zero nine zero northwest forty six,xxxx xxxx xxxx northwest xxxx xxx
USA1617,F1-2,U S AIR SIXTEEN SEVENTEEN SEVEN FOR FIVE,6181.75,6184.39,L02F1-0923,,u s air sixteen seventeen seven for five,u s air xxxx xxxx xxxx for xxxx
F1-2,USA1617,U S AIR SIXTEEN SEVENTEEN BOSTON APPROACH ROGER,6184.57,6186.63,L02F1-0924,,u s air sixteen seventeen boston approach roger,u s air xxxx xxxx boston approach roger
F1-2,NWA46,NORTHWEST FORTY SIX HEAVY IF I GAVE YOU SOMETHING DIFFERENT DESCEND AND     MAINTAIN THREE THOUSAND,6196.42,6199.5,L02F1-0925,,northwest forty six heavy if i gave you something different descend and maintain three thousand,northwest xxxx xxx heavy if i gave you something different descend and maintain xxxx xxxx
NWA46,F1-2,K ON DOWN TO THREE THOUSAND FOR NORTHWEST FORTY SIX,6200.28,6202.96,L02F1-0926,,k on down to three thousand for northwest forty six,k on down to xxxx xxxx for northwest xxxx xxx
F1-2,N308EL,GULFSTREAM EIGHT ECHO LIMA TURN RIGHT HEADING TWO SEVEN ZERO,6202.9,6205.02,L02F1-0927,,gulfstream eight echo lima turn right heading two seven zero,gulfstream xxxx echo lima turn right heading xxx xxxx xxxx
N308EL,F1-2,TWO SEVENTY HEADING EIGHT ECHO LIMA,6205.29,6206.98,L02F1-0928,,two seventy heading eight echo lima,xxx xxxx heading xxxx echo lima
F1-2,N308EL,GULFSTREAM EIGHT ECHO LIMA MY TURN WAS LATE FLY HEADING OF AH TWO NINER     ZERO YOU (QUOTE RE,6216.77,6227.03,L02F1-0929,,gulfstream eight echo lima my turn was late fly heading of ah two niner zero you quote re,gulfstream xxxx echo lima my turn was late fly heading of ah xxx niner xxxx you quote re
N308EL,F1-2,TWO NINETY TO INTERCEPT CLEARED FOR THE TWO SEVEN I L S D M E AND AH ONE     SEVENTY TO RIPIT EIGHT ECHO LIMA,6228.04,6234.07,L02F1-0930,,two ninety to intercept cleared for the two seven i l s d m e and ah one seventy to ripit eight echo lima,xxx xxxx to intercept cleared for the xxx xxxx i l s d m e and ah xxx xxxx to ripit xxxx echo lima
F1-2,NWA46,NORTHWEST FORTY SIX HEAVY TURN RIGHT HEADING ONE NINER ZERO,6240.81,6243.1,L02F1-0931,,northwest forty six heavy turn right heading one niner zero,northwest xxxx xxx heavy turn right heading xxx niner xxxx
NWA330,F1-2,HEADING AH NINETY DEGREES SIX THOUSAND,6243.07,6245.44,L02F1-0932,FIRST PART OF TRANSMISSION BLOCKED BY F1 TRANSMITTING,heading ah ninety degrees six thousand,heading ah xxxx degrees xxx xxxx
F1-2,NWA46,NORTHWEST FORTY SIX HEAVY TURN RIGHT HEADING ONE NINER ZERO,6245.48,6247.65,L02F1-0933,,northwest forty six heavy turn right heading one niner zero,northwest xxxx xxx heavy turn right heading xxx niner xxxx
NWA46,F1-2,RIGHT TO ONE NINETY NORTHWEST FORTY SIX,6247.79,6249.58,L02F1-0934,,right to one ninety northwest forty six,right to xxx xxxx northwest xxxx xxx
F1-2,NWA330,NORTHWEST THREE THIRTY BOSTON APPROACH ROGER,6249.52,6251.41,L02F1-0935,,northwest three thirty boston approach roger,northwest xxxx xxxx boston approach roger
F1-2,USA1910,U S AIR NINETEEN TEN DESCEND AND MAINTAIN FOUR THOUSAND TURN LEFT HEADING     THREE FIVE ZERO,6252.71,6256.82,L02F1-0936,,u s air nineteen ten descend and maintain four thousand turn left heading three five zero,u s air xxxx xxx descend and maintain xxxx xxxx turn left heading xxxx xxxx xxxx
USA1910,F1-2,THREE FIVE ZERO AND FOUR THOUSAND U S NINETEEN TEN WE (QUOTE RE,6256.89,6259.88,L02F1-0937,,three five zero and four thousand u s nineteen ten we quote re,xxxx xxxx xxxx and xxxx xxxx u s xxxx xxx we quote re
F1-2,N308EL,GULFSTREAM EIGHT ECHO LIMA TRAFFIC LANDING RUNWAY TWO TWO LEFT WILL BE     HOLDING SHORT OF YOUR RUNWAY,6259.98,6264.31,L02F1-0938,,gulfstream eight echo lima traffic landing runway two two left will be holding short of your runway,gulfstream xxxx echo lima traffic landing runway xxx xxx left will be holding short of your runway
N308EL,F1-2,EIGHT ECHO LIMA THANK YOU,6265.0,6266.12,L02F1-0939,,eight echo lima thank you,xxxx echo lima thank you
F1-2,NWA330,NORTHWEST THREE THIRTY REDUCE SPEED TO ONE SEVEN ZERO,6275.61,6277.78,L02F1-0940,,northwest three thirty reduce speed to one seven zero,northwest xxxx xxxx reduce speed to xxx xxxx xxxx
NWA330,F1-2,ONE SEVENTY NORTHWEST THREE THIRTY,6278.71,6280.8,L02F1-0941,,one seventy northwest three thirty,xxx xxxx northwest xxxx xxxx
F1-2,USA1910,U S NINETEEN TEN REDUCE SPEED TO ONE SEVEN ZERO,6292.89,6295.09,L02F1-0942,,u s nineteen ten reduce speed to one seven zero,u s xxxx xxx reduce speed to xxx xxxx xxxx
USA1910,F1-2,ONE SEVEN ZERO U S NINETEEN TEN,6295.42,6297.23,L02F1-0943,,one seven zero u s nineteen ten,xxx xxxx xxxx u s xxxx xxx
F1-2,NWA46,NORTHWEST FORTY SIX HEAVY TURN RIGHT HEADING TWO SIX ZERO INTERCEPT THE     LOCALIZER,6298.93,6302.0,L02F1-0944,,northwest forty six heavy turn right heading two six zero intercept the localizer,northwest xxxx xxx heavy turn right heading xxx xxx xxxx intercept the localizer
NWA46,F1-2,RIGHT TO TWO SIXTY INTERCEPT THE LOCALIZER NORTHWEST FORTY SIX,6302.29,6305.26,L02F1-0945,,right to two sixty intercept the localizer northwest forty six,right to xxx xxxx intercept the localizer northwest xxxx xxx
F1-2,USA1617,U S AIR SIXTEEN SEVENTEEN TURN LEFT HEADING THREE FIVE ZERO REDUCE SPEED     TO TWO ONE ZERO,6305.3,6308.91,L02F1-0946,,u s air sixteen seventeen turn left heading three five zero reduce speed to two one zero,u s air xxxx xxxx turn left heading xxxx xxxx xxxx reduce speed to xxx xxx xxxx
USA1617,F1-2,THREE FIVE ZERO HEADING TWO ONE ZERO SPEED U S AIR SIXTEEN SEVENTEEN,6309.17,6312.53,L02F1-0947,,three five zero heading two one zero speed u s air sixteen seventeen,xxxx xxxx xxxx heading xxx xxx xxxx speed u s air xxxx xxxx
F1-2,NWA46,NORTHWEST FORTY SIX HEAVY IS A MILE FROM LONER CROSS LONER THREE THOUSAND     CLEARED I L S D M E TWO SEVEN APPROACH ONE SEVEN ZERO KNOTS TO RIPIT,6312.55,6317.94,L02F1-0948,,northwest forty six heavy is a mile from loner cross loner three thousand cleared i l s d m e two seven approach one seven zero knots to ripit,northwest xxxx xxx heavy is a mile from loner cross loner xxxx xxxx cleared i l s d m e xxx xxxx approach xxx xxxx xxxx knots to ripit
NWA46,F1-2,O K LONER AT THREE THOUSAND CLEARED FOR THE I L S TWO SEVEN APPROACH     NORTHWEST FORTY SIX HEAVY,6318.72,6323.24,L02F1-0949,,o k loner at three thousand cleared for the i l s two seven approach northwest forty six heavy,o k loner at xxxx xxxx cleared for the i l s xxx xxxx approach northwest xxxx xxx heavy
F1-2,USA1910,U S AIR NINETEEN TEN TURN LEFT HEADING TWO NINER ZERO SIX AND A HALF     MILES FROM LONER CROSS LONER THREE OR ABOVE CLEARED I L S D M E TWO SEVEN     APPROACH SPEED ONE SEVEN ZERO UNTIL RIPIT,6323.28,6330.18,L02F1-0950,,u s air nineteen ten turn left heading two niner zero six and a half miles from loner cross loner three or above cleared i l s d m e two seven approach speed one seven zero until ripit,u s air xxxx xxx turn left heading xxx niner xxxx xxx and a half miles from loner cross loner xxxx or above cleared i l s d m e xxx xxxx approach speed xxx xxxx xxxx until ripit
USA1910,F1-2,U S NINETEEN TEN CLEARED APPROACH TWO SEVEN WITH ALL THE REST,6330.53,6333.31,L02F1-0951,,u s nineteen ten cleared approach two seven with all the rest,u s xxxx xxx cleared approach xxx xxxx with all the rest
F1-2,NWA46,NORTHWEST FORTY SIX HEAVY TRAFFIC LANDING RUNWAY TWO TWO LEFT WILL BE     HOLDING SHORT OF YOUR RUNWAY,6334.1,6338.07,L02F1-0952,,northwest forty six heavy traffic landing runway two two left will be holding short of your runway,northwest xxxx xxx heavy traffic landing runway xxx xxx left will be holding short of your runway
NWA46,F1-2,FORTY SIX,6338.2,6339.0,L02F1-0953,,forty six,xxxx xxx
F1-2,NWA330,NORTHWEST THREE THIRTY DESCEND AND MAINTAIN FOUR THOUSAND,6339.27,6341.55,L02F1-0954,,northwest three thirty descend and maintain four thousand,northwest xxxx xxxx descend and maintain xxxx xxxx
NWA330,F1-2,FOUR THOUSAND NORTHWEST THREE THIRTY LEAVING SIX,6341.83,6344.46,L02F1-0955,,four thousand northwest three thirty leaving six,xxxx xxxx northwest xxxx xxxx leaving xxx
F1-2,N308EL,GULFSTREAM THREE ZERO EIGHT ECHO LIMA CONTACT THE TOWER ONE ONE NINER     POINT ONE GOOD DAY,6349.58,6352.93,L02F1-0956,,gulfstream three zero eight echo lima contact the tower one one niner point one good day,gulfstream xxxx xxxx xxxx echo lima contact the tower xxx xxx niner point xxx good day
N308EL,F1-2,EIGHT ECHO LIMA A PLEASANT DAY SIR,6354.1,6355.73,L02F1-0957,,eight echo lima a pleasant day sir,xxxx echo lima a pleasant day sir
F1-2,USA1617,U S AIR SIXTEEN SEVENTEEN REDUCE SPEED FURTHER TO ONE SEVEN ZERO THEN     DESCEND AND MAINTAIN THREE THOUSAND,6356.22,6360.0,L02F1-0958,,u s air sixteen seventeen reduce speed further to one seven zero then descend and maintain three thousand,u s air xxxx xxxx reduce speed further to xxx xxxx xxxx then descend and maintain xxxx xxxx
USA1617,F1-2,ONE SEVEN ZERO THE SPEED THEN DOWN TO THREE THOUSAND FEET U S AIR SIXTEEN     SEVENTEEN,6360.92,6365.23,L02F1-0959,,one seven zero the speed then down to three thousand feet u s air sixteen seventeen,xxx xxxx xxxx the speed then down to xxxx xxxx feet u s air xxxx xxxx
F1-2,NWA330,NORTHWEST THREE THIRTY FLY HEADING ONE ZERO ZERO,6386.02,6388.19,L02F1-0960,,northwest three thirty fly heading one zero zero,northwest xxxx xxxx fly heading xxx xxxx xxxx
NWA330,F1-2,ONE HUNDRED NORTHWEST THREE THIRTY,6389.2,6390.97,L02F1-0961,,one hundred northwest three thirty,xxx xxxx northwest xxxx xxxx
F1-2,ALL,ATTENTION ALL AIRCRAFT INFORMATION MIKE IS NOW CURRENT THE TEMPERATURE     DROPPED DOWN A WHOLE DEGREE TO EIGHTY EIGHT,6415.73,6420.19,L02F1-0962,TRANSMISSION WAS TO ALL AIRCRAFT ON THE FREQUENCY,attention all aircraft information mike is now current the temperature dropped down a whole degree to eighty eight,attention all aircraft information mike is now current the temperature dropped down a whole degree to xxxx xxxx
UNK,F1-2,A COLD FRONT,6423.68,6424.62,L02F1-0963,,a cold front,a cold front
F1-2,UNK,YEAH,6425.13,6425.66,L02F1-0964,,yeah,yeah
F1-2,USA1617,U S SIXTEEN SEVENTEEN TURN LEFT HEADING TWO NINER ZERO INTERCEPT THE     LOCALIZER,6428.29,6431.97,L02F1-0965,,u s sixteen seventeen turn left heading two niner zero intercept the localizer,u s xxxx xxxx turn left heading xxx niner xxxx intercept the localizer
USA1617,F1-2,O K TWO NINE ZERO INTERCEPT U S AIR SIXTEEN SEVENTEEN,6432.73,6435.76,L02F1-0966,,o k two nine zero intercept u s air sixteen seventeen,o k xxx xxxx xxxx intercept u s air xxxx xxxx
F1-2,NWA46,NORTHWEST FORTY SIX HEAVY CONTACT THE TOWER ONE ONE NINER POINT ONE SO     LONG,6435.94,6439.09,L02F1-0967,,northwest forty six heavy contact the tower one one niner point one so long,northwest xxxx xxx heavy contact the tower xxx xxx niner point xxx so long
NWA46,F1-2,SO LONG FOR NORTHWEST FORTY SIX,6439.18,6441.27,L02F1-0968,,so long for northwest forty six,so long for northwest xxxx xxx
F1-2,USA1617,U S AIR SIXTEEN SEVENTEEN IS FIVE FROM LONER CROSS LONER THREE THOUSAND     OR ABOVE CLEARED I L S D M E RUNWAY TWO SEVEN APPROACH MAINTAIN ONE SEVEN     ZERO KNOTS TIL RIPIT,6441.28,6448.36,L02F1-0969,,u s air sixteen seventeen is five from loner cross loner three thousand or above cleared i l s d m e runway two seven approach maintain one seven zero knots til ripit,u s air xxxx xxxx is xxxx from loner cross loner xxxx xxxx or above cleared i l s d m e runway xxx xxxx approach maintain xxx xxxx xxxx knots til ripit
USA1617,F1-2,O K LONER AT THREE OR ABOVE CLEARED THE APPROACH ONE SEVENTY TO RIPIT U S     AIR SIXTEEN SEVENTEEN,6449.02,6453.41,L02F1-0970,,o k loner at three or above cleared the approach one seventy to ripit u s air sixteen seventeen,o k loner at xxxx or above cleared the approach xxx xxxx to ripit u s air xxxx xxxx
F1-2,NWA330,NORTHWEST THREE THIRTY TURN RIGHT HEADING ONE NINER ZERO,6472.1,6474.48,L02F1-0971,,northwest three thirty turn right heading one niner zero,northwest xxxx xxxx turn right heading xxx niner xxxx
NWA330,F1-2,ONE NINE ZERO NORTHWEST THREE THIRTY,6474.9,6476.78,L02F1-0972,,one nine zero northwest three thirty,xxx xxxx xxxx northwest xxxx xxxx
F1-2,NWA330,NORTHWEST THREE THIRTY TURN RIGHT HEADING TWO FIVE ZERO INTERCEPT THE     LOCALIZER,6519.02,6522.0,L02F1-0973,,northwest three thirty turn right heading two five zero intercept the localizer,northwest xxxx xxxx turn right heading xxx xxxx xxxx intercept the localizer
NWA330,F1-2,O K TWO FIFTY ON THE HEADING INTERCEPT THE LOCALIZER NORTHWEST THREE     THIRTY,6523.42,6527.77,L02F1-0974,,o k two fifty on the heading intercept the localizer northwest three thirty,o k xxx xxxx on the heading intercept the localizer northwest xxxx xxxx
USA1910,F1-2,GOING TO SEND NINETEEN TEN OVER TO THE TOWER,6549.1,6550.9,L02F1-0975,,going to send nineteen ten over to the tower,going to send xxxx xxx over to the tower
F1-2,NWA330,NORTHWEST THREE THIRTY IS FIVE FROM LONER CROSS LONER THREE OR ABOVE     CLEARED I L S D M E RUNWAY TWO SEVEN APPROACH,6551.36,6556.01,L02F1-0976,,northwest three thirty is five from loner cross loner three or above cleared i l s d m e runway two seven approach,northwest xxxx xxxx is xxxx from loner cross loner xxxx or above cleared i l s d m e runway xxx xxxx approach
NWA330,F1-2,O K AH THREE THOUSAND UNTIL LONER I BELIEVE YOU SAID CLEARED FOR THE I L     S D M E TWO SEVEN NORTHWEST THREE THIRTY,6557.45,6566.19,L02F1-0977,,o k ah three thousand until loner i believe you said cleared for the i l s d m e two seven northwest three thirty,o k ah xxxx xxxx until loner i believe you said cleared for the i l s d m e xxx xxxx northwest xxxx xxxx
F1-2,USA1910,U S AIR NINETEEN TEN CONTACT THE TOWER ONE ONE NINER POINT ONE SO LONG,6566.46,6569.26,L02F1-0978,,u s air nineteen ten contact the tower one one niner point one so long,u s air xxxx xxx contact the tower xxx xxx niner point xxx so long
F1-2,USA1910,U S AIR NINETEEN TEN BOSTON,6573.29,6574.68,L02F1-0979,,u s air nineteen ten boston,u s air xxxx xxx boston
TPS1090,F1-2,TRUMP TEN NINETY IS WITH YOU SIX AH FIFTY SEVEN HUNDRED FOR SIX NO FIVE     THOUSAND EXCUSE ME,6586.28,6590.55,L02F1-0980,,trump ten ninety is with you six ah fifty seven hundred for six no five thousand excuse me,trump xxx xxxx is with you xxx ah xxxx xxxx xxxx for xxx no xxxx xxxx excuse me
F1-2,TPS1090,TRUMP TEN NINETY BOSTON APPROACH ROGER FLY HEADING THREE FIVE ZERO,6590.47,6592.93,L02F1-0981,,trump ten ninety boston approach roger fly heading three five zero,trump xxx xxxx boston approach roger fly heading xxxx xxxx xxxx
TPS1090,F1-2,HEADING THREE FIVE ZERO TRUMP TEN NINETY,6593.21,6594.95,L02F1-0982,,heading three five zero trump ten ninety,heading xxxx xxxx xxxx trump xxx xxxx
F1-2,USA1617,U S AIR SIXTEEN SEVENTEEN CONTACT THE TOWER ONE ONE NINER POINT ONE,6640.74,6643.3,L02F1-0983,,u s air sixteen seventeen contact the tower one one niner point one,u s air xxxx xxxx contact the tower xxx xxx niner point xxx
USA1617,F1-2,U S AIR SIXTEEN SEVENTEEN,6643.39,6644.97,L02F1-0984,,u s air sixteen seventeen,u s air xxxx xxxx
F1-2,NWA330,NORTHWEST THREE THIRTY TRAFFIC WILL BE LANDING RUNWAY TWO TWO LEFT     HOLDING SHORT OF YOUR RUNWAY,6659.65,6663.46,L02F1-0985,,northwest three thirty traffic will be landing runway two two left holding short of your runway,northwest xxxx xxxx traffic will be landing runway xxx xxx left holding short of your runway
NWA330,F1-2,NORTHWEST THREE THIRTY ROGER,6664.15,6665.89,L02F1-0986,,northwest three thirty roger,northwest xxxx xxxx roger
F1-2,NWA330,NORTHWEST THREE THIRTY CONTACT THE TOWER ONE ONE NINER POINT ONE,6709.08,6711.7,L02F1-0987,,northwest three thirty contact the tower one one niner point one,northwest xxxx xxxx contact the tower xxx xxx niner point xxx
NWA330,F1-2,NINETEEN ONE YOU HAVE A NICE AFTERNOON,6712.42,6714.66,L02F1-0988,,nineteen one you have a nice afternoon,xxxx xxx you have a nice afternoon
F1-2,NWA330,THANKS YOU TOO,6714.73,6715.65,L02F1-0989,,thanks you too,thanks you too
F1-2,TPS1090,TRUMP TEN NINETY DESCEND AND MAINTAIN THREE THOUSAND,6727.53,6729.67,L02F1-0990,,trump ten ninety descend and maintain three thousand,trump xxx xxxx descend and maintain xxxx xxxx
TPS1090,F1-2,DOWN TO THREE THOUSAND TRUMP TEN NINETY,6729.82,6731.57,L02F1-0991,,down to three thousand trump ten ninety,down to xxxx xxxx trump xxx xxxx
F1-2,TPS1090,TRUMP TEN NINETY TURN LEFT HEADING THREE ZERO ZERO YOU (QUOTE RE,6772.42,6778.43,L02F1-0992,,trump ten ninety turn left heading three zero zero you quote re,trump xxx xxxx turn left heading xxxx xxxx xxxx you quote re
TPS1090,F1-2,FLY HEADING THREE ZERO ZERO AND WE (QUOTE RE,6778.99,6782.37,L02F1-0993,,fly heading three zero zero and we quote re,fly heading xxxx xxxx xxxx and we quote re
F1-3,TPS1090,TRUMP TEN NINETY CONTACT TOWER ONE ONE NINER POINT ONE,6939.71,6941.87,L02F1-0994,,trump ten ninety contact tower one one niner point one,trump xxx xxxx contact tower xxx xxx niner point xxx
TPS1090,F1-3,TRUMP TEN NINETY THANK YOU,6942.03,6943.21,L02F1-0995,,trump ten ninety thank you,trump xxx xxxx thank you
GAA465,F1-3,BOSTON APPROACH AH BIZEX FOUR SIXTY FIVE WITH YOU DESCENDING TO FOUR     THOUSAND,7076.12,7080.2,L02F1-0996,,boston approach ah bizex four sixty five with you descending to four thousand,boston approach ah bizex xxxx xxxx xxxx with you descending to xxxx xxxx
F1-3,GAA465,BIZEX FOUR SIXTY FIVE BOSTON APPROACH THANK YOU SAY HEADING,7081.05,7083.75,L02F1-0997,,bizex four sixty five boston approach thank you say heading,bizex xxxx xxxx xxxx boston approach thank you say heading
GAA465,F1-3,(UNINTELLIGIBLE,7084.28,7085.85,L02F1-0998,,unintelligible,unintelligible
F1-3,GAA465,VERY GOOD THANK YOU,7085.96,7087.15,L02F1-0999,,very good thank you,very good thank you
PAA6540,F1-3,BOSTON APPROACH CLIPPER SIXTY FIVE FORTY AT FIVE THOUSAND,7087.28,7090.5,L02F1-1000,,boston approach clipper sixty five forty at five thousand,boston approach clipper xxxx xxxx xxxx at xxxx xxxx
F1-3,PAA6540,CLIPPER SIXTY FIVE FORTY BOSTON APPROACH THANK YOU FLY HEADING OF AH ZERO     ONE ZERO MAINTAIN PRESENT SPEED,7090.69,7095.49,L02F1-1001,,clipper sixty five forty boston approach thank you fly heading of ah zero one zero maintain present speed,clipper xxxx xxxx xxxx boston approach thank you fly heading of ah xxxx xxx xxxx maintain present speed
